id,Lon,Lat,HF,IsoCorrAnomaly,MeanCurv,MeanCurvGrad,SI_TopoIso,LAB,LAB_LitMod,LAB_LitMod_Aus17,LAB_AN1,LABGrad,Moho,Moho_AN1,Moho_AN1_Aus17_Afr,Moho_LitMod_Aus17_Afr,MohoGrad,Topo,TopoGrad,Tectonics,TectonicsGrad,Ridge,Transform,Trench,YoungRift,Volcanos,MagAnomaly,Sus,Sus_AN1,Sus_AN1_Aus17_Afr,Sus_LitMod_Aus17_Afr,SusGrad,Bz5,Bz5Grad,Bz400,Curie,Methane,IceTopography
11808,83,40,40.2,-74.43789673,-0.04585816,1.26256E-07,-0.832645172,106.3114414,106.3114414,106.3114414,106.3114414,0.000241191,45.64749908,45.64749908,45.64749908,45.64749908,2.70127E-05,1004.25,0.001624373,1,2.97272E-06,2445.25,2068.25,1023.5,672,555.21698,103.5255413,0.022475769,0.022461895,0.022461895,0.022461895,6.71153E-08,99.34550476,0.000574045,4.411799908,44.16106033,1838.760529,0
11809,83,42,43.69,-58.51977539,-0.031234799,2.10613E-07,-0.857798944,144.9635544,144.9635544,144.9635544,144.9635544,0.00016734,42.23250103,42.23250103,42.23250103,42.23250103,1.04408E-05,1716.25,0.069558257,1,1.88466E-06,2289,2229.75,1161.75,597.1000061,759.742981,-60.46856403,0.01954415,0.019623896,0.019623896,0.019623896,2.1677E-07,-111.9524994,0.00041392,0.994499981,41.65523148,1858.376495,0
11819,83.5,32.5,95.018,-15.94240522,-0.001088259,6.97882E-09,-0.051204734,116.6293945,116.6293945,116.6293945,116.6293945,5.76358E-05,57.90999985,57.90999985,57.90999985,57.90999985,3.41235E-05,4753,0.021394688,2,5.8779E-06,2308,1515,454.2000122,62.70000076,455.4905014,99999,0.005895302,0.00588964,0.00588964,0.00588964,3.47463E-09,-0.851200104,0.000377748,-6.838900089,34.00183916,1848.572021,0
11820,83.5,41,41.737,-98.4515419,-0.049821113,7.55118E-08,-0.862535894,128.3696747,128.3696747,128.3696747,128.3696747,0.000221122,44.29500008,44.29500008,44.29500008,44.29500008,2.44632E-05,948,0.000985953,1,1.77642E-06,2336,2119.5,1127.5,590.3500061,674.6219788,-67.47179794,0.02332048,0.023351042,0.023351042,0.023351042,1.52338E-08,7.954499722,0.001846259,2.488600016,42.80078506,1850.24353,0
11821,83.5,41.5,44.663,-76.3705492,-0.042537745,1.77403E-07,-0.921042798,140.0611877,140.0611877,140.0611877,140.0611877,0.000205996,43.06000137,43.06000137,43.06000137,43.06000137,2.03E-05,955.25,0.00088814,1,1.35938E-06,2297,2161,1159,572.4000244,725.141983,-99.96398926,0.023937,0.023980195,0.023980195,0.023980195,1.11018E-08,-96.45425415,0.001310492,1.596600056,42.5642004,1855.052002,0
11822,83.5,42,43.438,-54.2895565,-0.031327516,2.10544E-07,-0.8361896,149.318779,149.318779,149.318779,149.318779,0.000149204,42.38000107,42.38000107,42.38000107,42.38000107,1.37366E-05,1730.75,0.042994687,1,9.42332E-07,2258.5,2201.5,1193.5,557.0500183,775.6619873,-75.53533173,0.019454139,0.019532805,0.019532805,0.019532805,1.70057E-07,-125.0749969,0.000229836,0.957790017,42.32761574,1859.026489,0
11833,84,38.5,54.042,-43.30247498,-0.020605757,1.70883E-07,-0.876717572,73.26215363,73.26215363,73.26215363,73.26215363,0.000100585,49.375,49.375,49.375,49.375,1.42111E-05,1179,0.005554607,2,4.55612E-06,2511.5,1889.5,963.8000183,645.8499756,474.2599945,57.67875481,0.020142196,0.020122527,0.020122527,0.020122527,3.51692E-08,58.20949936,0.000656509,2.545399904,39.23445511,1832.661987,0
11834,84,39.5,52.03,-66.75177383,-0.039873417,1.60291E-07,-0.882593227,91.02542496,91.02542496,91.02542496,91.02542496,0.000227903,48.60499954,48.60499954,48.60499954,48.60499954,2.07609E-05,1053.5,0.004293258,1,3.01757E-06,2427.5,1968,1043.5,623.3500061,555.7554932,177.1319122,0.02059289,0.020488062,0.020488062,0.020488062,3.76442E-08,70.15049744,0.000655322,3.872900009,42.28913879,1833.880981,0
11835,84,41,42.51,-90.63665009,-0.049306103,8.57788E-08,-0.87185738,134.3933525,134.3933525,134.3933525,134.3933525,0.000224799,44.92999935,44.92999935,44.92999935,44.92999935,2.42269E-05,940,0.000606046,1,1.12415E-06,2306.5,2091,1159.5,551.2750015,693.1989746,-93.88424873,0.023380964,0.023378948,0.023378948,0.023378948,2.42777E-08,-7.464250565,0.001866314,2.34190011,43,1849.676025,0
11836,84,41.5,44.301,-70.34799385,-0.041676941,1.81379E-07,-0.91558019,145.6793442,145.6793442,145.6793442,145.6793442,0.000186418,43.625,43.625,43.625,43.625,2.17928E-05,934,0.000462489,1,5.62075E-07,2267,2132.5,1193.5,532.9000092,742.3899841,-118.7081451,0.024045099,0.024074343,0.024074343,0.024074343,1.57872E-08,-108.9502487,0.001011402,1.526100039,43,1854.731995,0
11837,84,42.5,47.519,-40.31846809,-0.020533425,1.35262E-07,-0.575401966,158.7413712,158.7413712,158.7413712,158.7413712,8.54377E-05,42.03000069,42.03000069,42.03000069,42.03000069,1.05056E-05,3513.5,0.130187788,1,7.81377E-07,2190,2213.5,1260,501.6500092,842.2630005,-54.5405407,0.016525463,0.016576309,0.016576309,0.016576309,2.9699E-08,-57.33650208,0.001116558,0.742820024,42.89358902,1862.27948,0
11844,84.5,38,49.964,-31.74975967,-0.011445575,1.47011E-07,-0.593167046,74.50458527,74.50458527,74.50458527,74.50458527,8.75794E-05,50.52000046,50.52000046,50.52000046,50.52000046,1.18305E-05,1265.75,0.001695006,2,5.32539E-06,2526.5,1819.5,960.4500122,575.5499878,472.3280029,10.67567062,0.026057449,0.026065989,0.026065989,0.026065989,2.05607E-07,24.09675026,0.000688183,0.536559999,35.74965477,1836.231995,0
11845,84.5,38.5,41.223,-42.32811928,-0.020844392,1.80586E-07,-0.891808623,75.0858078,75.0858078,75.0858078,75.0858078,9.61109E-05,49.86000061,49.86000061,49.86000061,49.86000061,1.0341E-05,1192.5,0.002381245,2,4.75121E-06,2483,1858,995.4000244,625.0999756,507.7484894,64.20769501,0.020821333,0.020814968,0.020814968,0.020814968,4.48824E-09,28.5407505,0.000577298,1.887799978,37.95242596,1834.692993,0
11846,84.5,39.5,48.952,-68.66551018,-0.040621639,1.56122E-07,-0.875496899,93.62353516,93.62353516,93.62353516,93.62353516,0.000250797,49.34999847,49.34999847,49.34999847,49.34999847,1.41825E-05,1035.5,0.004176932,1,3.60283E-06,2399,1938,1072,587.5,584.454483,75.50720215,0.021279162,0.021200058,0.021200058,0.021200058,7.83626E-09,67.25299835,0.000881815,3.392100096,40.64331055,1833.760986,0
11847,84.5,40,42.047,-84.42454147,-0.047776518,9.43925E-08,-0.846305148,111.5800476,111.5800476,111.5800476,111.5800476,0.000270455,48.14499855,48.14499855,48.14499855,48.14499855,1.94389E-05,973.9999998,0.010137417,1,3.02864E-06,2358,1979.5,1113.5,559.25,625.7399902,-13.81694794,0.022686968,0.022587193,0.022587193,0.022587193,4.35799E-08,121.8399963,0.000302598,3.386300087,41.13142395,1838.78302,0
11848,84.5,41,44.239,-100.3393745,-0.048113742,1.02099E-07,-0.88230778,140.4170303,140.4170303,140.4170303,140.4170303,0.000228476,45.56499863,45.56499863,45.56499863,45.56499863,2.39905E-05,925.25,0.000447508,1,1.8925E-06,2277,2062.5,1191.5,512.1999969,716.0029907,-120.2966995,0.024189895,0.024184538,0.024184538,0.024184538,1.82587E-08,-7.295499802,0.001843312,2.209399939,42.35961151,1849.108521,0
11849,84.5,41.5,43.874,-75.3717165,-0.040270566,1.85571E-07,-0.901778404,151.2975006,151.2975006,151.2975006,151.2975006,0.000166839,44.18999863,44.18999863,44.18999863,44.18999863,2.32856E-05,923,0.000247423,1,1.32442E-06,2237,2104,1228,493.3999939,763.705246,-137.452301,0.024154004,0.024168566,0.024168566,0.024168566,1.24407E-08,-104.0822449,0.000897575,1.486099958,42.67980576,1854.411987,0
11850,84.5,42,45.997,-50.40405846,-0.029191246,2.05374E-07,-0.767352162,155.1019363,155.1019363,155.1019363,155.1019363,0.000122652,43.27499962,43.27499962,43.27499962,43.27499962,1.85618E-05,1122.5,0.028577105,1,7.56347E-07,2198.5,2144.5,1260,477.5,811.4075012,-97.71335411,0.01979394,0.019853072,0.019853072,0.019853072,2.41497E-07,-106.0267487,0.000599056,0.994509995,43,1857.984985,0
11851,84.5,44.5,36.661,-67.71042347,-0.039780616,1.55504E-07,-0.819070227,81.5514679,81.5514679,81.5514679,81.5514679,0.000358113,43.25999832,43.25999832,43.25999832,43.25999832,1.46446E-05,414,0.008500003,1,2.0044E-06,2015,2354,1438,464.2999878,1063.428986,-67.05956268,0.014434459,0.014446226,0.014446226,0.014446226,1.36788E-08,-22.45359802,0.001260077,2.71239996,43.34724236,1856.883057,0
11862,85,42,42.966,-50.7487793,-0.027848798,1.89642E-07,-0.723422971,155.0292931,155.0292931,155.0292931,155.0292931,0.000124643,43.66499996,43.66499996,43.66499996,43.66499996,1.74585E-05,974.75,0.012901447,1,1.51269E-06,2168.75,2116.75,1293.25,437.4499969,831.2340088,-105.5247965,0.00966751,0.009690467,0.009690467,0.009690467,2.64725E-07,-98.29425049,0.000464653,1.090499997,43,1857.800751,0
11863,85,44,35.18,-59.21544266,-0.036978464,2.56438E-07,-0.859986745,104.7076588,104.7076588,104.7076588,104.7076588,0.00035581,42.84500027,42.84500027,42.84500027,42.84500027,1.13911E-05,1960.5,0.128365133,1,1.56275E-06,2019.75,2286.5,1430.25,417.5999985,1027.207031,-17.26665545,0.014112674,0.014171246,0.014171246,0.014171246,3.22878E-08,19.33599854,0.000531727,2.54550004,42.88121033,1858.873016,0
11864,85,44.5,34.43,-77.98024178,-0.045897826,1.79547E-07,-0.864696815,78.68755341,78.68755341,78.68755341,78.68755341,0.000342842,43.44499969,43.44499969,43.44499969,43.44499969,1.48375E-05,405.75,0.004967373,1,1.66467E-06,1984,2330,1467,426.1999969,1078.015991,39.01503372,0.014372553,0.014394036,0.014394036,0.014394036,1.37845E-08,35.84999847,0.001462215,3.149600029,43.75816917,1857.180542,0
11865,85,45,43.762,-96.74504089,-0.044622102,2.17185E-07,-0.874963543,67.45120049,67.45120049,67.45120049,67.45120049,0.000215286,44.37750053,44.37750053,44.37750053,44.37750053,1.55364E-05,296.75,0.001753568,1,1.76658E-06,1950.25,2374.5,1506,448.0749969,1128.824951,42.02650547,0.014084121,0.01409385,0.01409385,0.01409385,5.58129E-09,16.4673996,0.001951079,3.611000061,44.63512802,1857.259521,0
11866,85,45.5,47.467,-72.45592308,-0.035363179,2.74659E-07,-0.841121502,56.21484756,56.21484756,56.21484756,56.21484756,8.77294E-05,45.31000137,45.31000137,45.31000137,45.31000137,1.62353E-05,271.25,0.000627545,1,1.8685E-06,1916.5,2419,1545,469.9499969,1141.507446,45.03797722,0.013802173,0.013797392,0.013797392,0.013797392,1.48878E-08,-8.428450584,0.001576717,3.865400076,43.45428658,1857.338501,0
11867,85,46,32.996,-48.16680527,-0.023766743,2.45189E-07,-0.645989003,59.76224709,59.76224709,59.76224709,59.76224709,8.29993E-05,46.03250027,46.03250027,46.03250027,46.03250027,1.56302E-05,681.0000001,0.010443814,1,1.97042E-06,1884.75,2464.25,1585.75,501.7999954,1154.189941,71.25386906,0.012551917,0.012536901,0.012536901,0.012536901,2.99683E-08,16.24682617,0.001240768,3.868499994,42.27344513,1859.315979,0
11876,85.5,45,43.255,-113.9967575,-0.051346632,1.78643E-07,-0.926143425,65.02907944,65.02907944,65.02907944,65.02907944,0.000199616,44.58500099,44.58500099,44.58500099,44.58500099,1.61866E-05,322.25,0.001155988,1,1.8685E-06,1919,2351,1534,412.0500031,1124.078003,142.864212,0.014014076,0.014028124,0.014028124,0.014028124,5.76627E-09,98.26324463,0.001792501,4.000800133,45.16507149,1856.789001,0
11877,85.5,46,43.29,-63.5425396,-0.029116958,2.66817E-07,-0.726216097,57.63250351,57.63250351,57.63250351,57.63250351,6.77193E-05,46.36499977,46.36499977,46.36499977,46.36499977,1.64072E-05,355,0.004005972,1,2.95562E-06,1853,2442,1612,470.1499939,1117.373962,119.7569771,0.012803888,0.012787263,0.012787263,0.012787263,2.96982E-08,58.36050034,0.000851477,4.088699818,42.38373566,1858.256958,0
11880,86,45.5,40.092,-105.083374,-0.047086875,2.40867E-07,-0.936730397,54.13718224,54.13718224,54.13718224,54.13718224,6.82348E-05,45.82999992,45.82999992,45.82999992,45.82999992,1.76756E-05,303.25,0.001009431,1,2.95562E-06,1853.5,2374,1600.5,404.3500061,1099.944519,128.8025818,0.013171322,0.013172894,0.013172894,0.013172894,2.66948E-08,112.1852417,0.000951896,4.416699886,44.09452057,1854.961487,0
11881,86,46,43.213,-78.91827393,-0.033524095,2.69829E-07,-0.775451916,56.97568607,56.97568607,56.97568607,56.97568607,5.95311E-05,46.69749928,46.69749928,46.69749928,46.69749928,1.66962E-05,354.7500001,0.010216296,1,3.94083E-06,1821.25,2420.5,1639.5,441.1750031,1080.557983,86.57910848,0.013376869,0.01336165,0.01336165,0.01336165,3.89657E-08,78.61775208,0.000245998,4.224500179,42.49402618,1857.373993,0
11892,86.5,45,43.299,-122.317131,-0.058624191,9.50536E-08,-0.987936613,62.93728065,62.93728065,62.93728065,62.93728065,0.000164308,45.22999954,45.22999954,45.22999954,45.22999954,1.62856E-05,368.5,0.001429957,1,2.85371E-06,1857,2305.5,1593,343.3000031,1083.311523,78.56726456,0.012869077,0.012882594,0.012882594,0.012882594,5.10594E-09,166.5674896,0.000319927,4.548500061,46.81921768,1857.005493,0
11893,86.5,45.5,39.785,-101.4832649,-0.049781972,2.14428E-07,-0.936991639,54.03984451,54.03984451,54.03984451,54.03984451,6.48077E-05,46.11999893,46.11999893,46.11999893,46.11999893,1.80086E-05,332.5,0.001803492,1,3.88987E-06,1822,2352,1629,372.7000122,1063.579514,116.9663696,0.012618002,0.012619272,0.012619272,0.012619272,4.96099E-09,113.4002533,0.001093843,4.549600124,44.89326286,1853.822998,0
11894,86.5,46,44.778,-80.6493988,-0.036241355,2.6132E-07,-0.792670783,56.31886864,56.31886864,56.31886864,56.31886864,5.13428E-05,47.02999878,47.02999878,47.02999878,47.02999878,1.69851E-05,318.5,0.003338373,1,4.92604E-06,1789.5,2399,1667,412.2000122,1043.847504,53.40123987,0.013273509,0.013259872,0.013259872,0.013259872,2.80061E-08,59.69249725,0.00102144,4.263500214,42.96730804,1856.491028,0
11903,87,39,56.248,-76.22538757,-0.030588836,1.50982E-07,-0.765225951,89.64309502,89.64309502,89.64309502,89.64309502,0.000188416,48.85749912,48.85749912,48.85749912,48.85749912,8.87497E-06,972.0000001,0.002982423,2,4.16012E-06,2303,1755.5,1201.5,474.6249924,714.6989746,80.38839912,0.024295256,0.024289891,0.024289891,0.024289891,1.96688E-08,-41.19449997,0.000748583,0.185389996,35.26480484,1839.881226,0
11904,87,44,38.09,-143.8262329,-0.050399618,2.08159E-07,-0.911857245,86.61855507,86.61855507,86.61855507,86.61855507,0.000284674,44.15749931,44.15749931,44.15749931,44.15749931,1.17142E-05,650,0.012939104,1,1.56275E-06,1898.25,2191.5,1555.5,263.1499939,1097.19104,101.1452999,0.013668318,0.013711895,0.013711895,0.013711895,2.00895E-08,29.55208969,0.001427281,4.024300098,41.72694016,1858.548248,0
11905,87,45,41.678,-113.385788,-0.057876538,1.06251E-07,-0.990554974,63.34202385,63.34202385,63.34202385,63.34202385,0.00014494,45.5199995,45.5199995,45.5199995,45.5199995,1.63817E-05,443.25,0.002982853,1,3.737E-06,1826.25,2284.5,1623.5,311.6750031,1047.291992,33.39482689,0.012785952,0.012800439,0.012800439,0.012800439,5.11277E-09,134.7024994,0.001123013,4.669499874,47.94342041,1856.284515,0
11906,87,45.5,46.411,-97.88315582,-0.049618526,2.02294E-07,-0.920805307,56.13537598,56.13537598,56.13537598,56.13537598,7.80489E-05,46.44499969,46.44499969,46.44499969,46.44499969,1.88468E-05,425.5000001,0.004086452,1,4.82412E-06,1791,2331.5,1658.5,344.7000122,1027.214508,8.631668091,0.012530382,0.012533405,0.012533405,0.012533405,5.08294E-09,71.48675537,0.001678712,4.574999809,45.69200516,1853.548523,0
11915,87.5,39.5,52.318,-84.08406067,-0.035141955,8.68147E-08,-0.748617894,99.12789917,99.12789917,99.12789917,99.12789917,0.000292588,48.41999817,48.41999817,48.41999817,48.41999817,6.50675E-06,882.4999997,0.013059606,2,3.84084E-06,2232,1768,1268,402,782.2019959,91.33181763,0.023094894,0.023090879,0.023090879,0.023090879,1.96785E-08,57.86849976,0.001843698,0.744390011,36.96655846,1838.844971,0
11916,87.5,43.5,35.88,-73.68206692,-0.037665582,1.77433E-07,-0.79606977,93.3943634,93.3943634,93.3943634,93.3943634,0.0003468,44.06999969,44.06999969,44.06999969,44.06999969,9.50846E-06,1521.5,0.02879286,1,2.65393E-06,1905,2122,1556,207.3999939,1052.033279,151.3272705,0.014145651,0.014175066,0.014175066,0.014175066,2.87763E-08,12.57452488,0.001317404,3.674299955,40.12138748,1858.266968,0
11917,87.5,45,48.313,-104.3784142,-0.054001689,1.57329E-07,-0.977530954,63.74676704,63.74676704,63.74676704,63.74676704,0.000125571,45.80999947,45.80999947,45.80999947,45.80999947,1.64779E-05,489,0.002431769,1,4.62029E-06,1795.5,2263.5,1654,280.0500031,1011.561005,-11.77761078,0.012705815,0.012724966,0.012724966,0.012724966,5.21565E-09,84.54824829,0.001433378,4.68419981,44.99371719,1855.563538,0
11918,87.5,45.5,44.691,-95.7405777,-0.046674733,2.07653E-07,-0.900807718,58.23090744,58.23090744,58.23090744,58.23090744,9.129E-05,46.77000046,46.77000046,46.77000046,46.77000046,1.96849E-05,506.7499999,0.005147062,2,5.75838E-06,1760,2311,1688,316.7000122,991.0627594,-99.70303345,0.012441686,0.01244395,0.01244395,0.01244395,5.28032E-09,14.72787476,0.00165233,4.499800205,43.53576374,1853.274048,0
11924,88,40,49.056,-80.4808197,-0.033824172,6.39452E-08,-0.738063172,117.4704819,117.4704819,117.4704819,117.4704819,0.000257465,48.13499928,48.13499928,48.13499928,48.13499928,7.22599E-06,848.9999995,0.015391981,2,3.69713E-06,2162.5,1783.75,1336.25,335.0749969,846.4520264,57.78844166,0.024637729,0.024625291,0.024625291,0.024625291,6.98697E-08,158.2675018,0.001293984,1.088500023,39.38987732,1842.890228,0
11925,88,40.5,36.001,-48.63092422,-0.029614654,1.17746E-07,-0.793989684,139.0160675,139.0160675,139.0160675,139.0160675,0.000227301,47.86499977,47.86499977,47.86499977,47.86499977,1.0194E-05,842.25,0.000586672,2,3.71518E-06,2119.5,1827,1369,289.8499908,879.5065002,52.60070992,0.019199181,0.019195627,0.019195627,0.019195627,3.85967E-07,171.2750092,0.001056476,1.553599954,40.14001656,1843.552979,0
11926,88,44.5,42.028,-82.90209198,-0.048074353,1.93925E-07,-0.925289992,68.68499756,68.68499756,68.68499756,68.68499756,8.87661E-05,45.01999855,45.01999855,45.01999855,45.01999855,1.26737E-05,463,0.002948496,1,4.31455E-06,1801,2195.5,1652,212.3499985,1001.891022,91.91922379,0.013375489,0.013393591,0.013393591,0.013393591,2.28514E-08,84.57524872,0.000504111,4.60860014,41.47113228,1857.827026,0
11927,88,45,43.061,-95.37104034,-0.047637347,1.96345E-07,-0.950138348,65.60215282,65.60215282,65.60215282,65.60215282,8.45329E-05,46.07749939,46.07749939,46.07749939,46.07749939,1.72262E-05,619.9999999,0.003823571,2,5.50359E-06,1765.25,2243.5,1685.25,253.5250053,975.8300171,-38.93357658,0.013097281,0.013123293,0.013123293,0.013123293,2.24694E-08,38.75699997,0.00140207,4.602600098,42.04401398,1856.325012,0
11928,88,45.5,45.441,-93.59799957,-0.041391367,2.19769E-07,-0.874581959,62.51930809,62.51930809,62.51930809,62.51930809,8.02996E-05,47.13500023,47.13500023,47.13500023,47.13500023,2.17788E-05,663.7499999,0.007595864,2,6.69263E-06,1729.5,2291.5,1718.5,294.7000122,954.9110107,-169.786377,0.012801113,0.012806323,0.012806323,0.012806323,2.15122E-08,-27.08279991,0.00107647,4.340899944,41.37952232,1854.822998,0
